Type,Commit SSH,File Name,From Signature, To Signature
ADD,b4375aae21189baba6a5fba1fc5bc335c5eb7ac4,spring-batch-core/src/test/java/org/springframework/batch/core/listener/StepListenerFactoryBeanTests.java,null,public void testRightSignatureNamedMethod()
ADD,b4375aae21189baba6a5fba1fc5bc335c5eb7ac4,spring-batch-core/src/test/java/org/springframework/batch/core/listener/StepListenerFactoryBeanTests.java,null,public void aMethod(List<String> items)
ADD,b4375aae21189baba6a5fba1fc5bc335c5eb7ac4,spring-batch-core/src/test/java/org/springframework/batch/core/listener/StepListenerFactoryBeanTests.java,null,public void testWrongSignatureNamedMethod()
ADD,b4375aae21189baba6a5fba1fc5bc335c5eb7ac4,spring-batch-core/src/test/java/org/springframework/batch/core/listener/StepListenerFactoryBeanTests.java,null,public void aMethod(Integer item)
ADD,204aa1fe9e68f319cc47152b94650accd3c2440e,spring-batch-core/src/main/java/org/springframework/batch/core/step/item/SimpleChunkProcessor.java,null,protected final void doAfterWrite(List<O> items)
ADD,f7a89aa85fb5603d2785f5dfea66de51b71047e0,spring-batch-integration/src/main/java/org/springframework/batch/integration/file/FileToMessagesJobFactoryBean.java,null,public void write(List<? extends T> items)
CHANGE,05ed35106cc77e8416e6495248602d9623613a70,spring-batch-core/src/test/java/org/springframework/batch/core/configuration/xml/StepParserTests.java,private void validateTransactionAttributesInherited(String stepName; boolean inherited; ApplicationContext ctx),private void validateTransactionAttributesInherited(String stepName; ApplicationContext ctx)
CHANGE,05ed35106cc77e8416e6495248602d9623613a70,spring-batch-core/src/test/java/org/springframework/batch/core/configuration/xml/StepParserTests.java,private RuleBasedTransactionAttribute getTransactionAttribute(ApplicationContext ctx; String stepName),private DefaultTransactionAttribute getTransactionAttribute(ApplicationContext ctx; String stepName)
ADD,93b3bde99b845365b8ce247c5db04f717afc9dc7,spring-batch-core/src/test/java/org/springframework/batch/core/step/tasklet/TaskletStepTests.java,null,public void testEmptyReader()
ADD,fa2076594d4c844e5cb0a2ab52796bb2897b226c,spring-batch-infrastructure/src/main/java/org/springframework/batch/item/file/FlatFileItemReader.java,null,public void setStrict(boolean strict)
ADD,8a14e4149567f6914891fdaa088c367863aa5702,spring-batch-infrastructure-tests/src/test/java/org/springframework/batch/io/oxm/AbstractStaxEventWriterItemWriterTests.java,null,public Object doInTransaction(TransactionStatus status)
ADD,e0c30c26c1946df9835b65b7adb424b6cacba5df,spring-batch-samples/src/main/java/org/springframework/batch/sample/domain/trade/internal/TradeWriter.java,null,public void updateTotalPrice(List<Trade> trades)
ADD,84c96bb769577d3d55b21701c40b16a564235f6a,spring-batch-infrastructure/src/main/java/org/springframework/batch/item/file/transform/AbstractLineTokenizer.java,null,public void setFieldSetFactory(FieldSetFactory fieldSetFactory)
ADD,a273055e9f9d67dc06cbb6569271738e6d31baf9,spring-batch-core/src/main/java/org/springframework/batch/core/configuration/xml/JobExecutionListenerParser.java,null,protected Class<? extends AbstractListenerFactoryBean> getBeanClass(Element element)
REMOVE,a273055e9f9d67dc06cbb6569271738e6d31baf9,spring-batch-core/src/main/java/org/springframework/batch/core/configuration/xml/JobExecutionListenerParser.java,protected Class<? extends AbstractListenerFactoryBean> getFactoryClass(),null
ADD,8bd116006cf37a749f600c76803f0d5e3c0788c8,spring-batch-core/src/main/java/org/springframework/batch/core/listener/JobListenerFactoryBean.java,null,public static JobExecutionListener getListener(Object delegate)
ADD,8bd116006cf37a749f600c76803f0d5e3c0788c8,spring-batch-core/src/main/java/org/springframework/batch/core/listener/JobListenerFactoryBean.java,null,public static boolean isListener(Object delegate)
ADD,9a3e55e58ee03f04a898754181c4b01c2eb75fba,spring-batch-core/src/main/java/org/springframework/batch/core/job/SimpleJob.java,null,public Collection<String> getStepNames()
REMOVE,9a3e55e58ee03f04a898754181c4b01c2eb75fba,spring-batch-core/src/main/java/org/springframework/batch/core/job/SimpleJob.java,public List<Step> getSteps(),null
ADD,eb44c0d493571d81d9aa5a86ac32a3f1d9dfc8ae,spring-batch-core/src/test/java/org/springframework/batch/core/scope/util/PlaceholderTargetSourceTests.java,null,public void testGetEmbeddedDate()
ADD,eb44c0d493571d81d9aa5a86ac32a3f1d9dfc8ae,spring-batch-core/src/test/java/org/springframework/batch/core/scope/util/PlaceholderTargetSourceTests.java,null, Date getDate()
ADD,eb44c0d493571d81d9aa5a86ac32a3f1d9dfc8ae,spring-batch-core/src/test/java/org/springframework/batch/core/scope/util/PlaceholderTargetSourceTests.java,null,public void setDate(Date date)
ADD,6babb9b262a572a632165b265ebdf5f9117da413,spring-batch-infrastructure/src/main/java/org/springframework/batch/support/PatternMatcher.java,null,public static S match(String line; Map<String; S> map)
REMOVE,6babb9b262a572a632165b265ebdf5f9117da413,spring-batch-infrastructure/src/main/java/org/springframework/batch/support/PatternMatcher.java,public static S matchPrefix(String line; Map<String; S> map),null
CHANGE,9a3e55e58ee03f04a898754181c4b01c2eb75fba,spring-batch-core/src/main/java/org/springframework/batch/core/job/flow/Flow.java,public State getState(String stateName), State getState(String stateName)
ADD,9a3e55e58ee03f04a898754181c4b01c2eb75fba,spring-batch-core/src/main/java/org/springframework/batch/core/job/flow/Flow.java,null, Collection<State> getStates()
ADD,9a3e55e58ee03f04a898754181c4b01c2eb75fba,spring-batch-core/src/main/java/org/springframework/batch/core/job/flow/FlowJob.java,null,public Collection<String> getStepNames()
CHANGE,f814c8b4bedc0071cc2f9146065cde7b52b2f9c9,spring-batch-infrastructure/src/main/java/org/springframework/batch/item/xml/StaxEventItemWriter.java,private void startDocument(XMLEventWriter writer),protected void startDocument(XMLEventWriter writer)
CHANGE,8146e55503381c90fa9d41844c0c8ef7f5e4b5a0,spring-batch-core/src/test/java/org/springframework/batch/core/step/item/FaultTolerantStepFactoryBeanTests.java,private SkipPolicy getSkipPolicy(FactoryBean stepFactoryBean),private SkipPolicy getSkipPolicy(FactoryBean factory)
ADD,8146e55503381c90fa9d41844c0c8ef7f5e4b5a0,spring-batch-core/src/test/java/org/springframework/batch/core/step/item/FaultTolerantStepFactoryBeanTests.java,null,private Map<Class<? extends Throwable>; Boolean> getExceptionMap(Class<? extends Throwable>... args)
REMOVE,8146e55503381c90fa9d41844c0c8ef7f5e4b5a0,spring-batch-core/src/test/java/org/springframework/batch/core/step/item/FaultTolerantStepFactoryBeanTests.java,private Collection<Class<? extends Throwable>> getExceptionList(Class<? extends Throwable> args),null
ADD,6babb9b262a572a632165b265ebdf5f9117da413,spring-batch-infrastructure/src/test/java/org/springframework/batch/item/database/support/SqlPagingQueryProviderFactoryBeanTests.java,null,public void testAscending()
ADD,84c96bb769577d3d55b21701c40b16a564235f6a,spring-batch-infrastructure/src/main/java/org/springframework/batch/item/file/transform/DefaultFieldSet.java,null,public void setNumberFormat(NumberFormat numberFormat)
ADD,84c96bb769577d3d55b21701c40b16a564235f6a,spring-batch-infrastructure/src/main/java/org/springframework/batch/item/file/transform/DefaultFieldSet.java,null,public void setDateFormat(DateFormat dateFormat)
ADD,84c96bb769577d3d55b21701c40b16a564235f6a,spring-batch-infrastructure/src/main/java/org/springframework/batch/item/file/transform/DefaultFieldSet.java,null,private Number parseNumber(String candidate)
ADD,84c96bb769577d3d55b21701c40b16a564235f6a,spring-batch-infrastructure/src/main/java/org/springframework/batch/item/file/transform/DefaultFieldSet.java,null,private Date parseDate(String readAndTrim; DateFormat dateFormat)
CHANGE,cb0955ad1b29acc63fb1accf0834a21e45d6e4fd,spring-batch-core/src/main/java/org/springframework/batch/core/configuration/xml/FlowParser.java,private static Collection<BeanDefinition> createTransition(FlowExecutionStatus batchStatus; String on; String next; String exitCode; BeanDefinition stateDef; ParserContext parserContext; boolean abandon),private static Collection<BeanDefinition> createTransition(FlowExecutionStatus status; String on; String next; String exitCode; BeanDefinition stateDef; ParserContext parserContext; boolean abandon)
ADD,753bda60dfe310d30b3fd84f6cdf36103372a0b6,spring-batch-samples/src/main/java/org/springframework/batch/sample/domain/trade/internal/TradeWriter.java,null,public void open(ExecutionContext executionContext)
ADD,753bda60dfe310d30b3fd84f6cdf36103372a0b6,spring-batch-samples/src/main/java/org/springframework/batch/sample/domain/trade/internal/TradeWriter.java,null,public void update(ExecutionContext executionContext)
ADD,753bda60dfe310d30b3fd84f6cdf36103372a0b6,spring-batch-samples/src/main/java/org/springframework/batch/sample/domain/trade/internal/TradeWriter.java,null,public BigDecimal getTotalPrice()
ADD,0a49194ad403d49b9018006290458c0d026f3e3c,spring-batch-samples/src/main/java/org/springframework/batch/sample/domain/trade/internal/TradeWriter.java,null,public void setFailingCustomers(List<String> failingCustomers)
REMOVE,0a49194ad403d49b9018006290458c0d026f3e3c,spring-batch-samples/src/main/java/org/springframework/batch/sample/domain/trade/internal/TradeWriter.java,public void setFailure(int failure),null
ADD,a273055e9f9d67dc06cbb6569271738e6d31baf9,spring-batch-core/src/main/java/org/springframework/batch/core/configuration/xml/StepListenerParser.java,null,protected Class<? extends AbstractListenerFactoryBean> getBeanClass(Element element)
REMOVE,a273055e9f9d67dc06cbb6569271738e6d31baf9,spring-batch-core/src/main/java/org/springframework/batch/core/configuration/xml/StepListenerParser.java,protected Class<? extends AbstractListenerFactoryBean> getFactoryClass(),null
REMOVE,464ebc577a0429c1ad45b80df41fb9fbcbd06b7a,spring-batch-core/src/test/java/org/springframework/batch/core/step/tasklet/TaskletStepTests.java,private boolean contains(String str; String searchStr),null
ADD,8bd116006cf37a749f600c76803f0d5e3c0788c8,spring-batch-core/src/main/java/org/springframework/batch/core/listener/MethodInvokerMethodInterceptor.java,null,public boolean equals(Object obj)
ADD,8bd116006cf37a749f600c76803f0d5e3c0788c8,spring-batch-core/src/main/java/org/springframework/batch/core/listener/MethodInvokerMethodInterceptor.java,null,public int hashCode()
ADD,9a3e55e58ee03f04a898754181c4b01c2eb75fba,spring-batch-core/src/main/java/org/springframework/batch/core/job/flow/support/SimpleFlow.java,null,public Collection<State> getStates()
ADD,fa2076594d4c844e5cb0a2ab52796bb2897b226c,spring-batch-infrastructure/src/main/java/org/springframework/batch/item/xml/StaxEventItemReader.java,null,public void setStrict(boolean strict)
ADD,8bd116006cf37a749f600c76803f0d5e3c0788c8,spring-batch-core/src/main/java/org/springframework/batch/core/listener/StepListenerFactoryBean.java,null,public static StepListener getListener(Object delegate)
ADD,8bd116006cf37a749f600c76803f0d5e3c0788c8,spring-batch-core/src/main/java/org/springframework/batch/core/listener/StepListenerFactoryBean.java,null,public static boolean isListener(Object delegate)
ADD,cb0955ad1b29acc63fb1accf0834a21e45d6e4fd,spring-batch-core/src/main/java/org/springframework/batch/core/job/flow/FlowExecutionStatus.java,null,public int hashCode()
ADD,cb0955ad1b29acc63fb1accf0834a21e45d6e4fd,spring-batch-core/src/main/java/org/springframework/batch/core/job/flow/FlowExecutionStatus.java,null,public String getName()
REMOVE,cb0955ad1b29acc63fb1accf0834a21e45d6e4fd,spring-batch-core/src/main/java/org/springframework/batch/core/job/flow/FlowExecutionStatus.java,public String getStatus(),null
ADD,fa2076594d4c844e5cb0a2ab52796bb2897b226c,spring-batch-infrastructure/src/test/java/org/springframework/batch/item/file/FlatFileItemReaderTests.java,null,public void testStrictness()
REMOVE,bb9fd79bf1c4410af99032384a8b00498622226d,spring-batch-samples/src/main/java/org/springframework/batch/sample/domain/football/internal/JdbcGameDao.java,public void clear(),null
REMOVE,bb9fd79bf1c4410af99032384a8b00498622226d,spring-batch-samples/src/main/java/org/springframework/batch/sample/domain/football/internal/JdbcGameDao.java,public void flush(),null
REMOVE,bb9fd79bf1c4410af99032384a8b00498622226d,spring-batch-samples/src/main/java/org/springframework/batch/sample/domain/football/internal/JdbcPlayerSummaryDao.java,public void close(),null
REMOVE,bb9fd79bf1c4410af99032384a8b00498622226d,spring-batch-samples/src/main/java/org/springframework/batch/sample/domain/football/internal/JdbcPlayerSummaryDao.java,public void clear(),null
REMOVE,bb9fd79bf1c4410af99032384a8b00498622226d,spring-batch-samples/src/main/java/org/springframework/batch/sample/domain/football/internal/JdbcPlayerSummaryDao.java,public void flush(),null
ADD,93b3bde99b845365b8ce247c5db04f717afc9dc7,spring-batch-samples/src/test/java/org/springframework/batch/sample/SkipSampleFunctionalTests.java,null,private Map<String; Object> getJobExecutionAsMap(long jobExecutionId)
ADD,93b3bde99b845365b8ce247c5db04f717afc9dc7,spring-batch-samples/src/test/java/org/springframework/batch/sample/SkipSampleFunctionalTests.java,null,private Map<String; Object> getStepExecutionAsMap(long jobExecutionId; String stepName)
REMOVE,93b3bde99b845365b8ce247c5db04f717afc9dc7,spring-batch-samples/src/test/java/org/springframework/batch/sample/SkipSampleFunctionalTests.java,private Map<String; Object> getJobExecution(long jobExecutionId),null
REMOVE,93b3bde99b845365b8ce247c5db04f717afc9dc7,spring-batch-samples/src/test/java/org/springframework/batch/sample/SkipSampleFunctionalTests.java,private Map<String; Object> getStepExecution(long jobExecutionId; String stepName),null
ADD,b4375aae21189baba6a5fba1fc5bc335c5eb7ac4,spring-batch-infrastructure/src/main/java/org/springframework/batch/support/MethodInvokerUtils.java,null,public static String getParamTypesString(Class<?>... paramTypes)
ADD,9a3e55e58ee03f04a898754181c4b01c2eb75fba,spring-batch-core/src/main/java/org/springframework/batch/core/step/StepLocator.java,null, Collection<String> getStepNames()
ADD,fa2076594d4c844e5cb0a2ab52796bb2897b226c,spring-batch-infrastructure/src/test/java/org/springframework/batch/item/xml/StaxEventItemReaderTests.java,null,public void testStrictness()
ADD,204aa1fe9e68f319cc47152b94650accd3c2440e,spring-batch-core/src/test/java/org/springframework/batch/core/step/item/FaultTolerantChunkProcessorTests.java,null,public void testAfterWriteAllPassedInRecovery()
REMOVE,05ed35106cc77e8416e6495248602d9623613a70,spring-batch-core/src/test/java/org/springframework/batch/core/step/item/FaultTolerantStepFactoryBeanTests.java,public void testSkipWithoutRethrow(),null
REMOVE,05ed35106cc77e8416e6495248602d9623613a70,spring-batch-core/src/test/java/org/springframework/batch/core/step/item/FaultTolerantStepFactoryBeanTests.java,public boolean rollbackOn(Throwable ex),null
REMOVE,05ed35106cc77e8416e6495248602d9623613a70,spring-batch-core/src/test/java/org/springframework/batch/core/step/item/FaultTolerantStepFactoryBeanTests.java,public void testProcessorNoRollback(),null
REMOVE,05ed35106cc77e8416e6495248602d9623613a70,spring-batch-core/src/test/java/org/springframework/batch/core/step/item/FaultTolerantStepFactoryBeanTests.java,public void testProcessorRollback(),null
ADD,6babb9b262a572a632165b265ebdf5f9117da413,spring-batch-infrastructure/src/test/java/org/springframework/batch/support/PatternMatcherTests.java,null,public void testMatchNoWildcardYes()
ADD,6babb9b262a572a632165b265ebdf5f9117da413,spring-batch-infrastructure/src/test/java/org/springframework/batch/support/PatternMatcherTests.java,null,public void testMatchNoWildcardNo()
ADD,6babb9b262a572a632165b265ebdf5f9117da413,spring-batch-infrastructure/src/test/java/org/springframework/batch/support/PatternMatcherTests.java,null,public void testMatchSingleYes()
ADD,6babb9b262a572a632165b265ebdf5f9117da413,spring-batch-infrastructure/src/test/java/org/springframework/batch/support/PatternMatcherTests.java,null,public void testMatchSingleNo()
ADD,6babb9b262a572a632165b265ebdf5f9117da413,spring-batch-infrastructure/src/test/java/org/springframework/batch/support/PatternMatcherTests.java,null,public void testMatchSingleWildcardNo()
ADD,6babb9b262a572a632165b265ebdf5f9117da413,spring-batch-infrastructure/src/test/java/org/springframework/batch/support/PatternMatcherTests.java,null,public void testMatchStarYes()
ADD,6babb9b262a572a632165b265ebdf5f9117da413,spring-batch-infrastructure/src/test/java/org/springframework/batch/support/PatternMatcherTests.java,null,public void testMatchStarNo()
ADD,6babb9b262a572a632165b265ebdf5f9117da413,spring-batch-infrastructure/src/test/java/org/springframework/batch/support/PatternMatcherTests.java,null,public void testMatchPrefixSubsumed()
ADD,6babb9b262a572a632165b265ebdf5f9117da413,spring-batch-infrastructure/src/test/java/org/springframework/batch/support/PatternMatcherTests.java,null,public void testMatchPrefixSubsuming()
ADD,6babb9b262a572a632165b265ebdf5f9117da413,spring-batch-infrastructure/src/test/java/org/springframework/batch/support/PatternMatcherTests.java,null,public void testMatchPrefixUnrelated()
ADD,6babb9b262a572a632165b265ebdf5f9117da413,spring-batch-infrastructure/src/test/java/org/springframework/batch/support/PatternMatcherTests.java,null,public void testMatchPrefixDefaultValueUnrelated()
ADD,6babb9b262a572a632165b265ebdf5f9117da413,spring-batch-infrastructure/src/test/java/org/springframework/batch/support/PatternMatcherTests.java,null,public void testMatchPrefixDefaultValueEmptyString()
ADD,6babb9b262a572a632165b265ebdf5f9117da413,spring-batch-infrastructure/src/test/java/org/springframework/batch/support/PatternMatcherTests.java,null,public void testMatchPrefixDefaultValueNoMatch()
REMOVE,6babb9b262a572a632165b265ebdf5f9117da413,spring-batch-infrastructure/src/test/java/org/springframework/batch/support/PatternMatcherTests.java,public void testMatch_noWildcard_yes(),null
REMOVE,6babb9b262a572a632165b265ebdf5f9117da413,spring-batch-infrastructure/src/test/java/org/springframework/batch/support/PatternMatcherTests.java,public void testMatch_noWildcard_no(),null
REMOVE,6babb9b262a572a632165b265ebdf5f9117da413,spring-batch-infrastructure/src/test/java/org/springframework/batch/support/PatternMatcherTests.java,public void testMatch_qMark_yes(),null
REMOVE,6babb9b262a572a632165b265ebdf5f9117da413,spring-batch-infrastructure/src/test/java/org/springframework/batch/support/PatternMatcherTests.java,public void testMatch_qMark_no(),null
REMOVE,6babb9b262a572a632165b265ebdf5f9117da413,spring-batch-infrastructure/src/test/java/org/springframework/batch/support/PatternMatcherTests.java,public void testMatch_star_yes(),null
REMOVE,6babb9b262a572a632165b265ebdf5f9117da413,spring-batch-infrastructure/src/test/java/org/springframework/batch/support/PatternMatcherTests.java,public void testMatch_star_no(),null
REMOVE,6babb9b262a572a632165b265ebdf5f9117da413,spring-batch-infrastructure/src/test/java/org/springframework/batch/support/PatternMatcherTests.java,public void testMatchPrefix_subsumed(),null
REMOVE,6babb9b262a572a632165b265ebdf5f9117da413,spring-batch-infrastructure/src/test/java/org/springframework/batch/support/PatternMatcherTests.java,public void testMatchPrefix_subsuming(),null
REMOVE,6babb9b262a572a632165b265ebdf5f9117da413,spring-batch-infrastructure/src/test/java/org/springframework/batch/support/PatternMatcherTests.java,public void testMatchPrefix_unrelated(),null
REMOVE,6babb9b262a572a632165b265ebdf5f9117da413,spring-batch-infrastructure/src/test/java/org/springframework/batch/support/PatternMatcherTests.java,public void testMatchPrefix_defaultValue_unrelated(),null
REMOVE,6babb9b262a572a632165b265ebdf5f9117da413,spring-batch-infrastructure/src/test/java/org/springframework/batch/support/PatternMatcherTests.java,public void testMatchPrefix_defaultValue_emptyString(),null
REMOVE,6babb9b262a572a632165b265ebdf5f9117da413,spring-batch-infrastructure/src/test/java/org/springframework/batch/support/PatternMatcherTests.java,public void testMatchPrefix_defaultValue_noMatch(),null
CHANGE,8146e55503381c90fa9d41844c0c8ef7f5e4b5a0,spring-batch-infrastructure/src/main/java/org/springframework/batch/classify/BinaryExceptionClassifier.java,public BinaryExceptionClassifier(),public BinaryExceptionClassifier(Map<Class<? extends Throwable>; Boolean> typeMap)
CHANGE,8146e55503381c90fa9d41844c0c8ef7f5e4b5a0,spring-batch-infrastructure/src/main/java/org/springframework/batch/classify/BinaryExceptionClassifier.java,public BinaryExceptionClassifier(),public BinaryExceptionClassifier(Map<Class<? extends Throwable>; Boolean> typeMap; boolean defaultValue)
REMOVE,8146e55503381c90fa9d41844c0c8ef7f5e4b5a0,spring-batch-infrastructure/src/main/java/org/springframework/batch/classify/BinaryExceptionClassifier.java,public final void setTypes(Collection<Class<? extends Throwable>> types),null
CHANGE,6d171f2884544049a3864b9d8a86b817963044b7,spring-batch-test/src/main/java/org/springframework/batch/test/AbstractJobTests.java,private JobParameters makeUniqueJobParameters(),public JobParameters makeUniqueJobParameters()
ADD,05ed35106cc77e8416e6495248602d9623613a70,spring-batch-core/src/test/java/org/springframework/batch/core/step/tasklet/TaskletStepTests.java,null,public void testNoRollbackFor()
ADD,05ed35106cc77e8416e6495248602d9623613a70,spring-batch-core/src/test/java/org/springframework/batch/core/step/tasklet/TaskletStepTests.java,null,public RepeatStatus execute(StepContribution contribution; ChunkContext chunkContext)
ADD,05ed35106cc77e8416e6495248602d9623613a70,spring-batch-core/src/test/java/org/springframework/batch/core/step/tasklet/TaskletStepTests.java,null,public boolean rollbackOn(Throwable ex)
REMOVE,95bbf6d0f071b8425030eeabcc4497a60d17fe14,spring-batch-core/src/test/java/org/springframework/batch/core/repository/support/SimpleJobRepositoryIntegrationTests.java,public void setJobRepository(SimpleJobRepository jobRepository),null
ADD,164ce4f60da615c172ade7b0f8668fc7ad79c284,spring-batch-samples/src/test/java/org/springframework/batch/sample/common/SkipCheckingListener.java,null,public ExitStatus checkForSkips(StepExecution stepExecution)
ADD,164ce4f60da615c172ade7b0f8668fc7ad79c284,spring-batch-samples/src/test/java/org/springframework/batch/sample/common/SkipCheckingListener.java,null,public void saveStepName(StepExecution stepExecution)
REMOVE,164ce4f60da615c172ade7b0f8668fc7ad79c284,spring-batch-samples/src/test/java/org/springframework/batch/sample/common/SkipCheckingListener.java,public ExitStatus afterStep(StepExecution stepExecution),null
REMOVE,164ce4f60da615c172ade7b0f8668fc7ad79c284,spring-batch-samples/src/test/java/org/springframework/batch/sample/common/SkipCheckingListener.java,public void beforeStep(StepExecution stepExecution),null
ADD,b82b7bf4a3f127e4913cb840397391135b1ad9cc,spring-batch-core/src/main/java/org/springframework/batch/core/configuration/support/ClassPathXmlJobRegistry.java,null,public void setJobPaths(Resource[] jobPaths)
REMOVE,b82b7bf4a3f127e4913cb840397391135b1ad9cc,spring-batch-core/src/main/java/org/springframework/batch/core/configuration/support/ClassPathXmlJobRegistry.java,public ClassPathXmlJobRegistry(List<Resource> jobPaths),null
ADD,84c96bb769577d3d55b21701c40b16a564235f6a,spring-batch-infrastructure/src/test/java/org/springframework/batch/item/file/mapping/PrefixMatchingCompositeLineMapperTests.java,null,public void testNoMappers()
ADD,84c96bb769577d3d55b21701c40b16a564235f6a,spring-batch-infrastructure/src/test/java/org/springframework/batch/item/file/mapping/PrefixMatchingCompositeLineMapperTests.java,null,public void testKeyFound()
ADD,84c96bb769577d3d55b21701c40b16a564235f6a,spring-batch-infrastructure/src/test/java/org/springframework/batch/item/file/mapping/PrefixMatchingCompositeLineMapperTests.java,null,public void testMapperKeyNotFound()
REMOVE,84c96bb769577d3d55b21701c40b16a564235f6a,spring-batch-infrastructure/src/test/java/org/springframework/batch/item/file/mapping/PrefixMatchingCompositeLineMapperTests.java,public void test_NoMappers(),null
REMOVE,84c96bb769577d3d55b21701c40b16a564235f6a,spring-batch-infrastructure/src/test/java/org/springframework/batch/item/file/mapping/PrefixMatchingCompositeLineMapperTests.java,public void test_KeyFound(),null
REMOVE,84c96bb769577d3d55b21701c40b16a564235f6a,spring-batch-infrastructure/src/test/java/org/springframework/batch/item/file/mapping/PrefixMatchingCompositeLineMapperTests.java,public void test_MapperKeyNotFound(),null
CHANGE,b26d272d436d77bb6b4d0e7320387351937a1646,spring-batch-core/src/test/java/org/springframework/batch/core/repository/dao/XStreamExecutionContextStringSerializerTests.java,private Object serializationRoundTrip(Object m1),private Map<String; Object> serializationRoundTrip(Map<String; Object> m1)
REMOVE,b26d272d436d77bb6b4d0e7320387351937a1646,spring-batch-core/src/test/java/org/springframework/batch/core/repository/dao/XStreamExecutionContextStringSerializerTests.java,public void testSerializePropertiesArrayContainer(),null
REMOVE,b26d272d436d77bb6b4d0e7320387351937a1646,spring-batch-core/src/test/java/org/springframework/batch/core/repository/dao/XStreamExecutionContextStringSerializerTests.java,public Properties[] getProps(),null
REMOVE,b26d272d436d77bb6b4d0e7320387351937a1646,spring-batch-core/src/test/java/org/springframework/batch/core/repository/dao/XStreamExecutionContextStringSerializerTests.java,public void setProps(Properties[] props),null
ADD,8146e55503381c90fa9d41844c0c8ef7f5e4b5a0,spring-batch-infrastructure/src/main/java/org/springframework/batch/item/support/CompositeItemProcessor.java,null,public void setDelegates(List<ItemProcessor<Object; Object>> delegates)
REMOVE,8146e55503381c90fa9d41844c0c8ef7f5e4b5a0,spring-batch-infrastructure/src/main/java/org/springframework/batch/item/support/CompositeItemProcessor.java,public void setItemProcessors(List<ItemProcessor> itemProcessors),null
ADD,9a3e55e58ee03f04a898754181c4b01c2eb75fba,spring-batch-core/src/test/java/org/springframework/batch/core/job/AbstractJobTests.java,null,public Collection<String> getStepNames()
ADD,8146e55503381c90fa9d41844c0c8ef7f5e4b5a0,spring-batch-infrastructure/src/main/java/org/springframework/batch/item/support/CompositeItemWriter.java,null,public void afterPropertiesSet()
CHANGE,8146e55503381c90fa9d41844c0c8ef7f5e4b5a0,spring-batch-infrastructure/src/main/java/org/springframework/batch/item/support/CompositeItemWriter.java,public void setDelegates(ItemWriter<? super T>[] delegates),public void setDelegates(List<ItemWriter<? super T>> delegates)
ADD,7a8598e244ddb3ea0911bda716e04d8d6d010032,spring-batch-core/src/test/java/org/springframework/batch/core/repository/dao/AbstractJobExecutionDaoTests.java,null,protected abstract JobInstanceDao getJobInstanceDao()
ADD,5dcd2e30625ad3313bbf3dfcc4e0ffe7d715363c,spring-batch-core/src/test/java/org/springframework/batch/core/converter/DefaultJobParametersConverterTests.java,null,public void testGetParametersWithRoundDouble()
ADD,cc47fa82d92215fc7e792bc632ea08aa46288a69,spring-batch-core/src/main/java/org/springframework/batch/core/job/flow/FlowExecutor.java,null, boolean isRestart()
ADD,cc47fa82d92215fc7e792bc632ea08aa46288a69,spring-batch-core/src/main/java/org/springframework/batch/core/job/flow/FlowExecutor.java,null, void addExitStatus(String code)
ADD,cc47fa82d92215fc7e792bc632ea08aa46288a69,spring-batch-core/src/main/java/org/springframework/batch/core/job/flow/FlowJob.java,null,public boolean isRestart()
ADD,cc47fa82d92215fc7e792bc632ea08aa46288a69,spring-batch-core/src/main/java/org/springframework/batch/core/job/flow/FlowJob.java,null,public void addExitStatus(String code)
ADD,e463b6a96b5692dbf42b674e4c87b86adfa745bd,spring-batch-core/src/main/java/org/springframework/batch/core/configuration/xml/AbstractStepParser.java,null,private void checkStepAttributes(Element element; RootBeanDefinition bd)
ADD,0a29a8e0a3af9e2666c2cb5140de653d06bf2ddd,spring-batch-infrastructure/src/main/java/org/springframework/batch/item/database/JdbcPagingItemReader.java,null,public void setRowMapper(RowMapper rowMapper)
REMOVE,0a29a8e0a3af9e2666c2cb5140de653d06bf2ddd,spring-batch-infrastructure/src/main/java/org/springframework/batch/item/database/JdbcPagingItemReader.java,public void setParameterizedRowMapper(ParameterizedRowMapper<T> parameterizedRowMapper),null
ADD,ceccb5762e3384532f5ae6ca4d32c8c61adcd6fc,spring-batch-core/src/main/java/org/springframework/batch/core/JobExecution.java,null,public void addStepExecutions(List<StepExecution> stepExecutions)
ADD,8bd116006cf37a749f600c76803f0d5e3c0788c8,spring-batch-core/src/test/java/org/springframework/batch/core/listener/JobListenerFactoryBeanTests.java,null,public void testFactoryMethod()
ADD,8bd116006cf37a749f600c76803f0d5e3c0788c8,spring-batch-core/src/test/java/org/springframework/batch/core/listener/JobListenerFactoryBeanTests.java,null,public void testUseInHashSet()
ADD,8bd116006cf37a749f600c76803f0d5e3c0788c8,spring-batch-core/src/test/java/org/springframework/batch/core/listener/JobListenerFactoryBeanTests.java,null,public void testAnnotationsIsListener()
ADD,8bd116006cf37a749f600c76803f0d5e3c0788c8,spring-batch-core/src/test/java/org/springframework/batch/core/listener/JobListenerFactoryBeanTests.java,null,public void foo(JobExecution execution)
ADD,8bd116006cf37a749f600c76803f0d5e3c0788c8,spring-batch-core/src/test/java/org/springframework/batch/core/listener/JobListenerFactoryBeanTests.java,null,public void testInterfaceIsListener()
