Type,Commit SHA,Java File,Old Function Signature,New Function Signature
METHOD_ADD,efbd72b4d1a0437ca893627b4abb05e30d3f452d,spring-statemachine-samples/turnstilereactive/src/main/java/demo/turnstilereactive/StateMachineController.java,null,public Flux<EventResult> events(@RequestBody Flux<EventData> eventData)
METHOD_ADD,efbd72b4d1a0437ca893627b4abb05e30d3f452d,spring-statemachine-samples/turnstilereactive/src/main/java/demo/turnstilereactive/StateMachineController.java,null,public ResultType getResultType()
METHOD_REMOVE,efbd72b4d1a0437ca893627b4abb05e30d3f452d,spring-statemachine-samples/turnstilereactive/src/main/java/demo/turnstilereactive/StateMachineController.java,public Flux<ResultType> event(@RequestBody Mono<EventData> eventData),null
METHOD_ADD,efbd72b4d1a0437ca893627b4abb05e30d3f452d,spring-statemachine-samples/turnstilereactive/src/test/java/demo/turnstilereactive/TurnstileReactiveTests.java,null,public void testPushDenied()
METHOD_ADD,efbd72b4d1a0437ca893627b4abb05e30d3f452d,spring-statemachine-samples/turnstilereactive/src/test/java/demo/turnstilereactive/TurnstileReactiveTests.java,null,public void testCoinAccepted()
METHOD_ADD,efbd72b4d1a0437ca893627b4abb05e30d3f452d,spring-statemachine-samples/turnstilereactive/src/test/java/demo/turnstilereactive/TurnstileReactiveTests.java,null,public void testNullEvent()
METHOD_ADD,efbd72b4d1a0437ca893627b4abb05e30d3f452d,spring-statemachine-samples/turnstilereactive/src/test/java/demo/turnstilereactive/TurnstileReactiveTests.java,null,public void testCoinPushAccepted()
METHOD_REMOVE,efbd72b4d1a0437ca893627b4abb05e30d3f452d,spring-statemachine-samples/turnstilereactive/src/test/java/demo/turnstilereactive/TurnstileReactiveTests.java,public void testEvent(),null
METHOD_ADD,6befc614a057bfbab51477b5f5eacc7870591382,spring-statemachine-samples/tasks/src/main/java/demo/tasks/Application.java,null,public void configure(StateMachineConfigurationConfigurer<States; Events> config)
METHOD_REMOVE,6befc614a057bfbab51477b5f5eacc7870591382,spring-statemachine-samples/tasks/src/main/java/demo/tasks/Application.java,public TaskExecutor taskExecutor(),null
METHOD_ADD,10f986ce06054b22b54fd38f4f79bd44c71d6251,spring-statemachine-core/src/main/java/org/springframework/statemachine/state/AbstractState.java,null,private Mono<Void> completionStateListenerSink(Region<S; E> region)
METHOD_ADD,96773828fcf9b92b0a53750de7980f3eb1f08178,spring-statemachine-core/src/test/java/org/springframework/statemachine/docs/DocsConfigurationSampleTests.java,null, void signalMachine2()
METHOD_ADD,96773828fcf9b92b0a53750de7980f3eb1f08178,spring-statemachine-core/src/test/java/org/springframework/statemachine/docs/DocsMigrationTests.java,null,public void sample3()
METHOD_ADD,a8a842fc2aaff92ef25311c002ea9ac31e760ca7,spring-statemachine-data/src/main/java/org/springframework/statemachine/data/RepositoryStateMachineModelFactory.java,null,private Collection<Function<StateContext<String; String>; Mono<Void>>> loadStateActionsFromRepositoryState(Set<? extends RepositoryAction> repositoryStateActions)
METHOD_ADD,c24bac57a3e8d44535586369cec6a169b3162a14,spring-statemachine-core/src/main/java/org/springframework/statemachine/ensemble/DistributedStateMachine.java,null,private Function<Message<E>; Message<E>> addMachineIdentifier()
METHOD_ADD,7f1fa456aa17320f154493e0cc67cbb870a20dd5,spring-statemachine-recipes/src/main/java/org/springframework/statemachine/recipes/persist/PersistStateMachineHandler.java,null,public Mono<Void> handleEventWithStateReactively(Message<String> event; String state)
METHOD_CHANGE_RETURN,5128ed735a228032154becec16869e00b6a9a0e1,spring-statemachine-core/src/main/java/org/springframework/statemachine/transition/AbstractTransition.java,public boolean transit(StateContext<S; E> context),public Mono<Boolean> transit(StateContext<S; E> context)
METHOD_CHANGE_RETURN,5128ed735a228032154becec16869e00b6a9a0e1,spring-statemachine-core/src/main/java/org/springframework/statemachine/transition/InitialTransition.java,public boolean transit(StateContext<S; E> context),public Mono<Boolean> transit(StateContext<S; E> context)
METHOD_ADD,a8a842fc2aaff92ef25311c002ea9ac31e760ca7,spring-statemachine-data/src/test/java/org/springframework/statemachine/data/AbstractRepositoryTests.java,null,public void testMachine15()
METHOD_CHANGE_RETURN,5128ed735a228032154becec16869e00b6a9a0e1,spring-statemachine-core/src/main/java/org/springframework/statemachine/transition/Transition.java, boolean transit(StateContext<S; E> context), Mono<Boolean> transit(StateContext<S; E> context)
METHOD_ADD,10f0ec0edfe8f084e97da80961444e65cb42bc3e,spring-statemachine-core/src/test/java/org/springframework/statemachine/EventDeferTests.java,null,public void testDeferEventCleared()
METHOD_CHANGE_RETURN,5128ed735a228032154becec16869e00b6a9a0e1,spring-statemachine-core/src/test/java/org/springframework/statemachine/support/StateContextExpressionMethodsTests.java,public boolean transit(StateContext<SpelStates; SpelEvents> context),public Mono<Boolean> transit(StateContext<SpelStates; SpelEvents> context)
PARAMETER_CHANGE,f816a88e7e609e47c864d1565f063ff8e56ebf87,spring-statemachine-core/src/main/java/org/springframework/statemachine/access/StateMachineAccessor.java, void doWithAllRegions(StateMachineFunction<StateMachineAccess<S; E>> stateMachineAccess), void doWithAllRegions(Consumer<StateMachineAccess<S; E>> stateMachineAccess)
PARAMETER_CHANGE,f816a88e7e609e47c864d1565f063ff8e56ebf87,spring-statemachine-core/src/main/java/org/springframework/statemachine/access/StateMachineAccessor.java, void doWithRegion(StateMachineFunction<StateMachineAccess<S; E>> stateMachineAccess), void doWithRegion(Consumer<StateMachineAccess<S; E>> stateMachineAccess)
METHOD_ADD,7f1fa456aa17320f154493e0cc67cbb870a20dd5,spring-statemachine-recipes/src/test/java/org/springframework/statemachine/recipes/PersistStateMachineHandlerTests.java,null,public void testAcceptedStateChangeViaPersistReactively()
METHOD_REMOVE,f816a88e7e609e47c864d1565f063ff8e56ebf87,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/AbstractStateMachineFactory.java,public void apply(StateMachineAccess<S; E> function),null
METHOD_REMOVE,f816a88e7e609e47c864d1565f063ff8e56ebf87,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/AbstractStateMachineFactory.java,public void apply(StateMachineAccess<S; E> function),null
METHOD_REMOVE,f816a88e7e609e47c864d1565f063ff8e56ebf87,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/AbstractStateMachineFactory.java,public void apply(StateMachineAccess<S; E> function),null
METHOD_REMOVE,f816a88e7e609e47c864d1565f063ff8e56ebf87,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/AbstractStateMachineFactory.java,public void apply(StateMachineAccess<S; E> function),null
METHOD_REMOVE,f816a88e7e609e47c864d1565f063ff8e56ebf87,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/AbstractStateMachineFactory.java,public void apply(StateMachineAccess<S; E> function),null
METHOD_ADD,675fdf07de8ff426be30bf8cac1616f7944f9f06,spring-statemachine-core/src/main/java/org/springframework/statemachine/service/DefaultStateMachineService.java,null,public boolean hasStateMachine(String machineId)
METHOD_ADD,1a485e4d6977f521bf02d4542edf73c22e2b4030,spring-statemachine-core/src/test/java/org/springframework/statemachine/state/StateActionTests.java,null,public void testEndStateEntryAction()
METHOD_ADD,7ac56d7ec1950fb8f211c7e2c725b76243f35225,spring-statemachine-core/src/test/java/org/springframework/statemachine/EventDeferTests.java,null,public void testDeferSmokeExecutorConcurrentModification()
METHOD_ADD,cdaa9a1400037df52e1beecbd1c806aa0f503bf9,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/AbstractStateMachineFactory.java,null,public Message<E> preEvent(Message<E> message; StateMachine<S; E> stateMachine)
METHOD_ADD,cdaa9a1400037df52e1beecbd1c806aa0f503bf9,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/AbstractStateMachineFactory.java,null,public StateContext<S; E> preTransition(StateContext<S; E> stateContext)
METHOD_ADD,cdaa9a1400037df52e1beecbd1c806aa0f503bf9,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/AbstractStateMachineFactory.java,null,public StateContext<S; E> postTransition(StateContext<S; E> stateContext)
METHOD_ADD,cdaa9a1400037df52e1beecbd1c806aa0f503bf9,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/AbstractStateMachineFactory.java,null,public Exception stateMachineError(StateMachine<S; E> stateMachine; Exception exception)
METHOD_ADD,39ab4a073222d7ebed93a6156f9462e789be44fb,spring-statemachine-kryo/src/test/java/org/springframework/statemachine/kryo/StateMachineContextSerializerTests.java,null,public void testContextFromInitialVersionToCurrent()
METHOD_ADD,39ab4a073222d7ebed93a6156f9462e789be44fb,spring-statemachine-kryo/src/test/java/org/springframework/statemachine/kryo/StateMachineContextSerializerTests.java,null,public void write(Kryo kryo; Output output; StateMachineContext<S; E> context)
METHOD_ADD,39ab4a073222d7ebed93a6156f9462e789be44fb,spring-statemachine-kryo/src/test/java/org/springframework/statemachine/kryo/StateMachineContextSerializerTests.java,null,public StateMachineContext<S; E> read(Kryo kryo; Input input; Class<StateMachineContext<S; E>> clazz)
METHOD_REMOVE,39ab4a073222d7ebed93a6156f9462e789be44fb,spring-statemachine-kryo/src/test/java/org/springframework/statemachine/kryo/StateMachineContextSerializerTests.java,public void setUp(),null
METHOD_CHANGE_RETURN,f1bf35e6883af292f0e60d3e8135d37303322f93,spring-statemachine-core/src/main/java/org/springframework/statemachine/trigger/EventTrigger.java,public boolean evaluate(TriggerContext<S; E> context),public Mono<Boolean> evaluate(TriggerContext<S; E> context)
METHOD_REMOVE,f816a88e7e609e47c864d1565f063ff8e56ebf87,spring-statemachine-core/src/main/java/org/springframework/statemachine/ensemble/DistributedStateMachine.java,public void apply(StateMachineAccess<S; E> function),null
METHOD_REMOVE,f816a88e7e609e47c864d1565f063ff8e56ebf87,spring-statemachine-core/src/main/java/org/springframework/statemachine/ensemble/DistributedStateMachine.java,public void apply(StateMachineAccess<S; E> function),null
METHOD_ADD,98ba6949ff3b5aad04941b86613843d062f21bdc,spring-statemachine-core/src/test/java/org/springframework/statemachine/EventDeferTests.java,null,public void testDeferSmokeExecutorConcurrentModification()
METHOD_REMOVE,f816a88e7e609e47c864d1565f063ff8e56ebf87,spring-statemachine-core/src/main/java/org/springframework/statemachine/persist/AbstractStateMachinePersister.java,public void apply(StateMachineAccess<S; E> function),null
METHOD_CHANGE_RETURN,f1bf35e6883af292f0e60d3e8135d37303322f93,spring-statemachine-core/src/main/java/org/springframework/statemachine/trigger/TimerTrigger.java,public boolean evaluate(TriggerContext<S; E> context),public Mono<Boolean> evaluate(TriggerContext<S; E> context)
METHOD_REMOVE,f1bf35e6883af292f0e60d3e8135d37303322f93,spring-statemachine-core/src/main/java/org/springframework/statemachine/trigger/TimerTrigger.java,public void run(),null
METHOD_CHANGE_RETURN,f1bf35e6883af292f0e60d3e8135d37303322f93,spring-statemachine-core/src/main/java/org/springframework/statemachine/trigger/Trigger.java, boolean evaluate(TriggerContext<S; E> context), Mono<Boolean> evaluate(TriggerContext<S; E> context)
METHOD_REMOVE,f816a88e7e609e47c864d1565f063ff8e56ebf87,spring-statemachine-core/src/main/java/org/springframework/statemachine/service/DefaultStateMachineService.java,public void apply(StateMachineAccess<S; E> function),null
METHOD_REMOVE,bd2518cce928b4bc77559cea16bca1aac0b763eb,spring-statemachine-core/src/main/java/org/springframework/statemachine/persist/AbstractStateMachinePersister.java,private S getDeepState(State<S; E> state),null
METHOD_ADD,70341f54e5ac42d3cbac1ab3e53ac27cf0eaacd5,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/configurers/DefaultStateConfigurer.java,null,public StateConfigurer<S; E> stateDoFunction(S state; Function<StateContext<S; E>; Mono<Void>> stateAction)
METHOD_ADD,70341f54e5ac42d3cbac1ab3e53ac27cf0eaacd5,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/configurers/DefaultStateConfigurer.java,null,public StateConfigurer<S; E> stateEntryFunction(S state; Function<StateContext<S; E>; Mono<Void>> action)
METHOD_ADD,70341f54e5ac42d3cbac1ab3e53ac27cf0eaacd5,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/configurers/DefaultStateConfigurer.java,null,public StateConfigurer<S; E> stateExitFunction(S state; Function<StateContext<S; E>; Mono<Void>> action)
PARAMETER_CHANGE,70341f54e5ac42d3cbac1ab3e53ac27cf0eaacd5,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/configurers/DefaultStateConfigurer.java,private void addIncomplete(Object parent; S state; Collection<E> deferred; Collection<? extends Action<S; E>> entryActions; Collection<? extends Action<S; E>> exitActions; Collection<? extends Action<S; E>> stateActions),private void addIncomplete(Object parent; S state; Collection<E> deferred; Collection<Function<StateContext<S; E>; Mono<Void>>> entryActions; Collection<Function<StateContext<S; E>; Mono<Void>>> exitActions; Collection<Function<StateContext<S; E>; Mono<Void>>> stateActions)
PARAMETER_CHANGE,e7092a31f164f3ab5fa0596658e841d25089f9f5,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/builders/StateMachineTransitionBuilder.java,public void addTransition(S source; S target; S state; E event; Long period; Integer count; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; Guard<S; E> guard; TransitionKind kind; SecurityRule securityRule),public void addTransition(S source; S target; S state; E event; Long period; Integer count; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; Function<StateContext<S; E>; Mono<Boolean>> guard; TransitionKind kind; SecurityRule securityRule)
METHOD_ADD,bd2518cce928b4bc77559cea16bca1aac0b763eb,spring-statemachine-core/src/test/java/org/springframework/statemachine/persist/DefaultStateMachinePersisterTests.java,null,public void testDeepNestedRegionsAndFork()
METHOD_ADD,bd2518cce928b4bc77559cea16bca1aac0b763eb,spring-statemachine-core/src/test/java/org/springframework/statemachine/persist/DefaultStateMachinePersisterTests.java,null,private StateMachine<String; String> buildDeepNestedRegionsAndFork()
METHOD_CHANGE_RETURN,e7092a31f164f3ab5fa0596658e841d25089f9f5,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/configurers/AbstractTransitionConfigurer.java,protected Guard<S; E> getGuard(),protected Function<StateContext<S; E>; Mono<Boolean>> getGuard()
METHOD_ADD,e7092a31f164f3ab5fa0596658e841d25089f9f5,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/configurers/AbstractTransitionConfigurer.java,null,protected void setGuardFunction(Function<StateContext<S; E>; Mono<Boolean>> guard)
METHOD_ADD,62b57ebb84f494b8c8a25dc65855bf3922c189b9,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/DefaultExtendedState.java,null,public int hashCode()
METHOD_ADD,62b57ebb84f494b8c8a25dc65855bf3922c189b9,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/DefaultExtendedState.java,null,public boolean equals(Object obj)
METHOD_CHANGE_RETURN,e7092a31f164f3ab5fa0596658e841d25089f9f5,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/model/TransitionData.java,public Guard<S; E> getGuard(),public Function<StateContext<S; E>; Mono<Boolean>> getGuard()
PARAMETER_CHANGE,e7092a31f164f3ab5fa0596658e841d25089f9f5,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/model/TransitionData.java,public TransitionData(S source; S target; E event; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; Guard<S; E> guard; TransitionKind kind),public TransitionData(S source; S target; E event; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; Function<StateContext<S; E>; Mono<Boolean>> guard; TransitionKind kind)
PARAMETER_REMOVE,e7092a31f164f3ab5fa0596658e841d25089f9f5,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/model/TransitionData.java,public TransitionData(S source; S target; Long period; Integer count; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; Guard<S; E> guard; TransitionKind kind),public TransitionData(S source; S target; E event; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; Function<StateContext<S; E>; Mono<Boolean>> guard; TransitionKind kind)
PARAMETER_REMOVE,e7092a31f164f3ab5fa0596658e841d25089f9f5,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/model/TransitionData.java,public TransitionData(S source; S target; S state; E event; Long period; Integer count; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; Guard<S; E> guard; TransitionKind kind; SecurityRule securityRule),public TransitionData(S source; S target; E event; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; Function<StateContext<S; E>; Mono<Boolean>> guard; TransitionKind kind)
PARAMETER_ADD,e7092a31f164f3ab5fa0596658e841d25089f9f5,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/model/TransitionData.java,public TransitionData(S source; S target; E event; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; Guard<S; E> guard; TransitionKind kind),public TransitionData(S source; S target; Long period; Integer count; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; Function<StateContext<S; E>; Mono<Boolean>> guard; TransitionKind kind)
PARAMETER_CHANGE,e7092a31f164f3ab5fa0596658e841d25089f9f5,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/model/TransitionData.java,public TransitionData(S source; S target; Long period; Integer count; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; Guard<S; E> guard; TransitionKind kind),public TransitionData(S source; S target; Long period; Integer count; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; Function<StateContext<S; E>; Mono<Boolean>> guard; TransitionKind kind)
PARAMETER_REMOVE,e7092a31f164f3ab5fa0596658e841d25089f9f5,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/model/TransitionData.java,public TransitionData(S source; S target; S state; E event; Long period; Integer count; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; Guard<S; E> guard; TransitionKind kind; SecurityRule securityRule),public TransitionData(S source; S target; Long period; Integer count; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; Function<StateContext<S; E>; Mono<Boolean>> guard; TransitionKind kind)
PARAMETER_ADD,e7092a31f164f3ab5fa0596658e841d25089f9f5,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/model/TransitionData.java,public TransitionData(S source; S target; E event; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; Guard<S; E> guard; TransitionKind kind),public TransitionData(S source; S target; S state; E event; Long period; Integer count; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; Function<StateContext<S; E>; Mono<Boolean>> guard; TransitionKind kind; SecurityRule securityRule)
PARAMETER_ADD,e7092a31f164f3ab5fa0596658e841d25089f9f5,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/model/TransitionData.java,public TransitionData(S source; S target; Long period; Integer count; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; Guard<S; E> guard; TransitionKind kind),public TransitionData(S source; S target; S state; E event; Long period; Integer count; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; Function<StateContext<S; E>; Mono<Boolean>> guard; TransitionKind kind; SecurityRule securityRule)
PARAMETER_CHANGE,e7092a31f164f3ab5fa0596658e841d25089f9f5,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/model/TransitionData.java,public TransitionData(S source; S target; S state; E event; Long period; Integer count; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; Guard<S; E> guard; TransitionKind kind; SecurityRule securityRule),public TransitionData(S source; S target; S state; E event; Long period; Integer count; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; Function<StateContext<S; E>; Mono<Boolean>> guard; TransitionKind kind; SecurityRule securityRule)
METHOD_ADD,70341f54e5ac42d3cbac1ab3e53ac27cf0eaacd5,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/configurers/StateConfigurer.java,null, StateConfigurer<S; E> stateDoFunction(S state; Function<StateContext<S; E>; Mono<Void>> action)
METHOD_ADD,70341f54e5ac42d3cbac1ab3e53ac27cf0eaacd5,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/configurers/StateConfigurer.java,null, StateConfigurer<S; E> stateEntryFunction(S state; Function<StateContext<S; E>; Mono<Void>> action)
METHOD_ADD,70341f54e5ac42d3cbac1ab3e53ac27cf0eaacd5,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/configurers/StateConfigurer.java,null, StateConfigurer<S; E> stateExitFunction(S state; Function<StateContext<S; E>; Mono<Void>> action)
METHOD_ADD,5562bfdd12c0f9f8379f340819416f3ada522eef,spring-statemachine-core/src/main/java/org/springframework/statemachine/state/AbstractState.java,null,private void disposeDisposables()
METHOD_CHANGE_RETURN;METHOD_CHANGE_MODIFIER,5562bfdd12c0f9f8379f340819416f3ada522eef,spring-statemachine-core/src/main/java/org/springframework/statemachine/state/AbstractState.java,protected void scheduleStateActions(StateContext<S; E> context),private Mono<Void> scheduleStateActions(StateContext<S; E> context)
METHOD_ADD,5562bfdd12c0f9f8379f340819416f3ada522eef,spring-statemachine-core/src/main/java/org/springframework/statemachine/state/AbstractState.java,null,private Mono<Void> handleCompleteOrEmpty1(StateContext<S; E> context; AtomicInteger completionCount)
METHOD_ADD,5562bfdd12c0f9f8379f340819416f3ada522eef,spring-statemachine-core/src/main/java/org/springframework/statemachine/state/AbstractState.java,null,private Mono<Void> handleCompleteOrEmpty2(StateContext<S; E> context; AtomicInteger completionCount)
METHOD_CHANGE_RETURN;METHOD_CHANGE_MODIFIER,5562bfdd12c0f9f8379f340819416f3ada522eef,spring-statemachine-core/src/main/java/org/springframework/statemachine/state/AbstractState.java,protected void cancelStateActions(),private Mono<Void> cancelStateActions()
METHOD_ADD,5562bfdd12c0f9f8379f340819416f3ada522eef,spring-statemachine-core/src/main/java/org/springframework/statemachine/state/AbstractState.java,null,protected Mono<Void> handleStateDoOnComplete(StateContext<S; E> context)
METHOD_ADD,5562bfdd12c0f9f8379f340819416f3ada522eef,spring-statemachine-core/src/main/java/org/springframework/statemachine/state/AbstractState.java,null, Duration getNeededDelayNow()
METHOD_CHANGE_MODIFIER;PARAMETER_ADD,5562bfdd12c0f9f8379f340819416f3ada522eef,spring-statemachine-core/src/main/java/org/springframework/statemachine/state/AbstractState.java,public ScheduledAction(ScheduledFuture<?> future; Long timeout), ScheduledAction(Subscription subscription; Long timeout; Long subscribeTime)
METHOD_REMOVE,5562bfdd12c0f9f8379f340819416f3ada522eef,spring-statemachine-core/src/main/java/org/springframework/statemachine/state/AbstractState.java,protected ScheduledFuture<?> scheduleAction(final Function<StateContext<S; E>; Mono<Void>> action; final StateContext<S; E> context; final AtomicInteger completionCount),null
METHOD_REMOVE,5562bfdd12c0f9f8379f340819416f3ada522eef,spring-statemachine-core/src/main/java/org/springframework/statemachine/state/AbstractState.java,public void run(),null
METHOD_ADD,246e415563ce499283a651b9facbb5644541a268,spring-statemachine-core/src/test/java/org/springframework/statemachine/EventDeferTests.java,null,public void testDeferSmokeExecutorConcurrentModification()
PARAMETER_CHANGE,e7092a31f164f3ab5fa0596658e841d25089f9f5,spring-statemachine-core/src/main/java/org/springframework/statemachine/state/JoinPseudoState.java,private boolean evaluateInternal(Guard<S; E> guard; StateContext<S; E> context),private boolean evaluateInternal(Function<StateContext<S; E>; Mono<Boolean>> guard; StateContext<S; E> context)
METHOD_CHANGE_RETURN,e7092a31f164f3ab5fa0596658e841d25089f9f5,spring-statemachine-core/src/main/java/org/springframework/statemachine/state/JoinPseudoState.java,public Guard<S; E> getGuard(),public Function<StateContext<S; E>; Mono<Boolean>> getGuard()
METHOD_REMOVE,f816a88e7e609e47c864d1565f063ff8e56ebf87,spring-statemachine-core/src/main/java/org/springframework/statemachine/state/StateMachineState.java,public void apply(StateMachineAccess<S; E> function),null
METHOD_REMOVE,f816a88e7e609e47c864d1565f063ff8e56ebf87,spring-statemachine-core/src/main/java/org/springframework/statemachine/state/StateMachineState.java,public void apply(StateMachineAccess<S; E> function),null
METHOD_REMOVE,f816a88e7e609e47c864d1565f063ff8e56ebf87,spring-statemachine-core/src/main/java/org/springframework/statemachine/state/StateMachineState.java,public void apply(StateMachineAccess<S; E> function),null
METHOD_REMOVE,f816a88e7e609e47c864d1565f063ff8e56ebf87,spring-statemachine-core/src/main/java/org/springframework/statemachine/state/StateMachineState.java,public void apply(StateMachineAccess<S; E> function),null
METHOD_REMOVE,f816a88e7e609e47c864d1565f063ff8e56ebf87,spring-statemachine-core/src/main/java/org/springframework/statemachine/state/StateMachineState.java,public void apply(StateMachineAccess<S; E> function),null
METHOD_REMOVE,f816a88e7e609e47c864d1565f063ff8e56ebf87,spring-statemachine-core/src/main/java/org/springframework/statemachine/state/StateMachineState.java,public void apply(StateMachineAccess<S; E> function),null
METHOD_ADD,62b57ebb84f494b8c8a25dc65855bf3922c189b9,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/DefaultStateMachineContext.java,null,public int hashCode()
METHOD_ADD,62b57ebb84f494b8c8a25dc65855bf3922c189b9,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/DefaultStateMachineContext.java,null,public boolean equals(Object obj)
PARAMETER_CHANGE,d8f1fc01551699eb75821119988e47a06b48aa41,spring-statemachine-autoconfigure/src/main/java/org/springframework/statemachine/boot/support/BootStateMachineMonitor.java,public void action(StateMachine<S; E> stateMachine; Action<S; E> action; long duration),public void action(StateMachine<S; E> stateMachine; Function<StateContext<S; E>; Mono<Void>> action; long duration)
PARAMETER_CHANGE,d8f1fc01551699eb75821119988e47a06b48aa41,spring-statemachine-autoconfigure/src/main/java/org/springframework/statemachine/boot/support/BootStateMachineMonitor.java,private Counter.Builder getActionCounterBuilder(Action<S; E> action),private Counter.Builder getActionCounterBuilder(Function<StateContext<S; E>; Mono<Void>> action)
PARAMETER_CHANGE,d8f1fc01551699eb75821119988e47a06b48aa41,spring-statemachine-autoconfigure/src/main/java/org/springframework/statemachine/boot/support/BootStateMachineMonitor.java,private Timer.Builder getActionTimerBuilder(Action<S; E> action),private Timer.Builder getActionTimerBuilder(Function<StateContext<S; E>; Mono<Void>> action)
PARAMETER_CHANGE,d8f1fc01551699eb75821119988e47a06b48aa41,spring-statemachine-autoconfigure/src/main/java/org/springframework/statemachine/boot/support/BootStateMachineMonitor.java,private static String actionToName(Action<S; E> action),private static String actionToName(Function<StateContext<S; E>; Mono<Void>> action)
METHOD_ADD,d8f1fc01551699eb75821119988e47a06b48aa41,spring-statemachine-autoconfigure/src/main/java/org/springframework/statemachine/boot/support/BootStateMachineMonitor.java,null,private static String actionFunctionToName(Function<StateContext<S; E>; Mono<Void>> action)
METHOD_ADD,5562bfdd12c0f9f8379f340819416f3ada522eef,spring-statemachine-core/src/main/java/org/springframework/statemachine/state/CompositeStateListener.java,null,public Mono<Void> doOnComplete(StateContext<S; E> context)
PARAMETER_CHANGE,e7092a31f164f3ab5fa0596658e841d25089f9f5,spring-statemachine-core/src/main/java/org/springframework/statemachine/state/JoinPseudoState.java,public JoinStateData(StateHolder<S; E> state; Guard<S; E> guard),public JoinStateData(StateHolder<S; E> state; Function<StateContext<S; E>; Mono<Boolean>> guard)
PARAMETER_CHANGE,d8f1fc01551699eb75821119988e47a06b48aa41,spring-statemachine-core/src/main/java/org/springframework/statemachine/action/ActionListener.java, void onExecute(StateMachine<S; E> stateMachine; Action<S; E> action; long duration), void onExecute(StateMachine<S; E> stateMachine; Function<StateContext<S; E>; Mono<Void>> action; long duration)
METHOD_ADD,d8f1fc01551699eb75821119988e47a06b48aa41,spring-statemachine-core/src/main/java/org/springframework/statemachine/action/Actions.java,null,public static Function<StateContext<S; E>; Mono<Void>> from(Action<S; E> action)
METHOD_ADD,62b57ebb84f494b8c8a25dc65855bf3922c189b9,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/ObservableMap.java,null,public int hashCode()
METHOD_ADD,62b57ebb84f494b8c8a25dc65855bf3922c189b9,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/ObservableMap.java,null,public boolean equals(Object obj)
PARAMETER_CHANGE,d8f1fc01551699eb75821119988e47a06b48aa41,spring-statemachine-core/src/main/java/org/springframework/statemachine/action/CompositeActionListener.java,public void onExecute(StateMachine<S; E> stateMachine; Action<S; E> action; long duration),public void onExecute(StateMachine<S; E> stateMachine; Function<StateContext<S; E>; Mono<Void>> action; long duration)
