Type,Commit SHA,Java File,Old Function Signature,New Function Signature
METHOD_ADD,78e3e479a7d1b678ddca34b796622d68e716646d,spring-statemachine-core/src/test/java/org/springframework/statemachine/config/ConfigurationTests.java,null,public void testMultipleEndStates()
METHOD_ADD,a4d43131ea98e2678e3cbc7d36c8818da147ed7c,spring-statemachine-core/src/test/java/org/springframework/statemachine/AbstractStateMachineTests.java,null,public void stateChanged(State<TestStates4; TestEvents> from; State<TestStates4; TestEvents> to)
METHOD_ADD,a4d43131ea98e2678e3cbc7d36c8818da147ed7c,spring-statemachine-core/src/test/java/org/springframework/statemachine/AbstractStateMachineTests.java,null,public void stateMachineStarted(StateMachine<TestStates4; TestEvents> stateMachine)
METHOD_CHANGE_RETURN;PARAMETER_CHANGE,52fc9c8568d9138e5e187171c136578b4beb597b,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/StateMachineExecutor.java, void queueEvent(Message<E> message), Mono<Void> queueEvent(Mono<Message<E>> message)
METHOD_CHANGE_RETURN,52fc9c8568d9138e5e187171c136578b4beb597b,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/StateMachineExecutor.java, void executeTriggerlessTransitions(StateContext<S; E> context; State<S; E> state), Mono<Void> executeTriggerlessTransitions(StateContext<S; E> context; State<S; E> state)
METHOD_CHANGE_RETURN,52fc9c8568d9138e5e187171c136578b4beb597b,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/StateMachineExecutor.java, void transit(Transition<S; E> transition; StateContext<S; E> stateContext; Message<E> message), Mono<Void> transit(Transition<S; E> transition; StateContext<S; E> stateContext; Message<E> message)
METHOD_REMOVE,52fc9c8568d9138e5e187171c136578b4beb597b,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/StateMachineExecutor.java, void execute(),null
METHOD_REMOVE,52fc9c8568d9138e5e187171c136578b4beb597b,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/StateMachineExecutor.java, void start(),null
METHOD_REMOVE,52fc9c8568d9138e5e187171c136578b4beb597b,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/StateMachineExecutor.java, void stop(),null
METHOD_REMOVE,52fc9c8568d9138e5e187171c136578b4beb597b,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/StateMachineExecutor.java, Lock getLock(),null
METHOD_ADD,0a9273ef0bedfe0faed5a37cd7bcc95a544658d6,spring-statemachine-data/redis/src/test/java/org/springframework/statemachine/data/redis/RedisRepositoryTests.java,null,public void testStateMachinePersistWithStrings()
METHOD_ADD,0a9273ef0bedfe0faed5a37cd7bcc95a544658d6,spring-statemachine-data/redis/src/test/java/org/springframework/statemachine/data/redis/RedisRepositoryTests.java,null,public void testStateMachinePersistWithEnums()
METHOD_ADD,0a9273ef0bedfe0faed5a37cd7bcc95a544658d6,spring-statemachine-data/redis/src/test/java/org/springframework/statemachine/data/redis/RedisRepositoryTests.java,null,public void configure(StateMachineConfigurationConfigurer<String; String> config)
METHOD_ADD,0a9273ef0bedfe0faed5a37cd7bcc95a544658d6,spring-statemachine-data/redis/src/test/java/org/springframework/statemachine/data/redis/RedisRepositoryTests.java,null,public void configure(StateMachineStateConfigurer<String; String> states)
METHOD_ADD,0a9273ef0bedfe0faed5a37cd7bcc95a544658d6,spring-statemachine-data/redis/src/test/java/org/springframework/statemachine/data/redis/RedisRepositoryTests.java,null,public void configure(StateMachineTransitionConfigurer<String; String> transitions)
METHOD_ADD,0a9273ef0bedfe0faed5a37cd7bcc95a544658d6,spring-statemachine-data/redis/src/test/java/org/springframework/statemachine/data/redis/RedisRepositoryTests.java,null,public StateMachineRuntimePersister<String; String; String> stateMachineRuntimePersister()
METHOD_ADD,0a9273ef0bedfe0faed5a37cd7bcc95a544658d6,spring-statemachine-data/redis/src/test/java/org/springframework/statemachine/data/redis/RedisRepositoryTests.java,null,public void configure(StateMachineConfigurationConfigurer<PersistTestStates; PersistTestEvents> config)
METHOD_ADD,0a9273ef0bedfe0faed5a37cd7bcc95a544658d6,spring-statemachine-data/redis/src/test/java/org/springframework/statemachine/data/redis/RedisRepositoryTests.java,null,public void configure(StateMachineStateConfigurer<PersistTestStates; PersistTestEvents> states)
METHOD_ADD,0a9273ef0bedfe0faed5a37cd7bcc95a544658d6,spring-statemachine-data/redis/src/test/java/org/springframework/statemachine/data/redis/RedisRepositoryTests.java,null,public void configure(StateMachineTransitionConfigurer<PersistTestStates; PersistTestEvents> transitions)
METHOD_ADD,0a9273ef0bedfe0faed5a37cd7bcc95a544658d6,spring-statemachine-data/redis/src/test/java/org/springframework/statemachine/data/redis/RedisRepositoryTests.java,null,public StateMachineRuntimePersister<PersistTestStates; PersistTestEvents; String> stateMachineRuntimePersister()
PARAMETER_CHANGE,d8f1fc01551699eb75821119988e47a06b48aa41,spring-statemachine-core/src/main/java/org/springframework/statemachine/transition/DefaultExternalTransition.java,public DefaultExternalTransition(State<S; E> source; State<S; E> target; Collection<Action<S; E>> actions; E event; Guard<S; E> guard; Trigger<S; E> trigger),public DefaultExternalTransition(State<S; E> source; State<S; E> target; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; E event; Guard<S; E> guard; Trigger<S; E> trigger)
PARAMETER_REMOVE,d8f1fc01551699eb75821119988e47a06b48aa41,spring-statemachine-core/src/main/java/org/springframework/statemachine/transition/DefaultExternalTransition.java,public DefaultExternalTransition(State<S; E> source; State<S; E> target; Collection<Action<S; E>> actions; E event; Guard<S; E> guard; Trigger<S; E> trigger; SecurityRule securityRule),public DefaultExternalTransition(State<S; E> source; State<S; E> target; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; E event; Guard<S; E> guard; Trigger<S; E> trigger)
PARAMETER_ADD,d8f1fc01551699eb75821119988e47a06b48aa41,spring-statemachine-core/src/main/java/org/springframework/statemachine/transition/DefaultExternalTransition.java,public DefaultExternalTransition(State<S; E> source; State<S; E> target; Collection<Action<S; E>> actions; E event; Guard<S; E> guard; Trigger<S; E> trigger),public DefaultExternalTransition(State<S; E> source; State<S; E> target; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; E event; Guard<S; E> guard; Trigger<S; E> trigger; SecurityRule securityRule)
PARAMETER_CHANGE,d8f1fc01551699eb75821119988e47a06b48aa41,spring-statemachine-core/src/main/java/org/springframework/statemachine/transition/DefaultExternalTransition.java,public DefaultExternalTransition(State<S; E> source; State<S; E> target; Collection<Action<S; E>> actions; E event; Guard<S; E> guard; Trigger<S; E> trigger; SecurityRule securityRule),public DefaultExternalTransition(State<S; E> source; State<S; E> target; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; E event; Guard<S; E> guard; Trigger<S; E> trigger; SecurityRule securityRule)
METHOD_ADD,8d7fe80bdb2da953aa3b8028719bba7fb1a6e712,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/AbstractStateMachine.java,null,private boolean sendEventInternal(Message<E> event)
METHOD_CHANGE_MODIFIER,8d7fe80bdb2da953aa3b8028719bba7fb1a6e712,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/AbstractStateMachine.java,synchronized void setCurrentState(State<S; E> state; Message<E> message; Transition<S; E> transition; boolean exit; StateMachine<S; E> stateMachine), void setCurrentState(State<S; E> state; Message<E> message; Transition<S; E> transition; boolean exit; StateMachine<S; E> stateMachine)
METHOD_CHANGE_MODIFIER;PARAMETER_REMOVE,8d7fe80bdb2da953aa3b8028719bba7fb1a6e712,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/AbstractStateMachine.java,synchronized void setCurrentState(State<S; E> state; Message<E> message; Transition<S; E> transition; boolean exit; StateMachine<S; E> stateMachine; Collection<State<S; E>> sources; Collection<State<S; E>> targets), void setCurrentState(State<S; E> state; Message<E> message; Transition<S; E> transition; boolean exit; StateMachine<S; E> stateMachine)
METHOD_CHANGE_MODIFIER;PARAMETER_ADD,8d7fe80bdb2da953aa3b8028719bba7fb1a6e712,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/AbstractStateMachine.java,synchronized void setCurrentState(State<S; E> state; Message<E> message; Transition<S; E> transition; boolean exit; StateMachine<S; E> stateMachine), void setCurrentState(State<S; E> state; Message<E> message; Transition<S; E> transition; boolean exit; StateMachine<S; E> stateMachine; Collection<State<S; E>> sources; Collection<State<S; E>> targets)
METHOD_CHANGE_MODIFIER,8d7fe80bdb2da953aa3b8028719bba7fb1a6e712,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/AbstractStateMachine.java,synchronized void setCurrentState(State<S; E> state; Message<E> message; Transition<S; E> transition; boolean exit; StateMachine<S; E> stateMachine; Collection<State<S; E>> sources; Collection<State<S; E>> targets), void setCurrentState(State<S; E> state; Message<E> message; Transition<S; E> transition; boolean exit; StateMachine<S; E> stateMachine; Collection<State<S; E>> sources; Collection<State<S; E>> targets)
METHOD_ADD,8d7fe80bdb2da953aa3b8028719bba7fb1a6e712,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/AbstractStateMachine.java,null,private void setCurrentStateInternal(State<S; E> state; Message<E> message; Transition<S; E> transition; boolean exit; StateMachine<S; E> stateMachine; Collection<State<S; E>> sources; Collection<State<S; E>> targets)
METHOD_REMOVE,52fc9c8568d9138e5e187171c136578b4beb597b,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/StateMachineObjectSupport.java,protected void stateChangedInRelay(),null
PARAMETER_CHANGE,d8f1fc01551699eb75821119988e47a06b48aa41,spring-statemachine-core/src/main/java/org/springframework/statemachine/transition/DefaultInternalTransition.java,public DefaultInternalTransition(State<S; E> source; Collection<Action<S; E>> actions; E event; Guard<S; E> guard; Trigger<S; E> trigger),public DefaultInternalTransition(State<S; E> source; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; E event; Guard<S; E> guard; Trigger<S; E> trigger)
PARAMETER_REMOVE,d8f1fc01551699eb75821119988e47a06b48aa41,spring-statemachine-core/src/main/java/org/springframework/statemachine/transition/DefaultInternalTransition.java,public DefaultInternalTransition(State<S; E> source; Collection<Action<S; E>> actions; E event; Guard<S; E> guard; Trigger<S; E> trigger; SecurityRule securityRule),public DefaultInternalTransition(State<S; E> source; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; E event; Guard<S; E> guard; Trigger<S; E> trigger)
PARAMETER_ADD,d8f1fc01551699eb75821119988e47a06b48aa41,spring-statemachine-core/src/main/java/org/springframework/statemachine/transition/DefaultInternalTransition.java,public DefaultInternalTransition(State<S; E> source; Collection<Action<S; E>> actions; E event; Guard<S; E> guard; Trigger<S; E> trigger),public DefaultInternalTransition(State<S; E> source; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; E event; Guard<S; E> guard; Trigger<S; E> trigger; SecurityRule securityRule)
PARAMETER_CHANGE,d8f1fc01551699eb75821119988e47a06b48aa41,spring-statemachine-core/src/main/java/org/springframework/statemachine/transition/DefaultInternalTransition.java,public DefaultInternalTransition(State<S; E> source; Collection<Action<S; E>> actions; E event; Guard<S; E> guard; Trigger<S; E> trigger; SecurityRule securityRule),public DefaultInternalTransition(State<S; E> source; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; E event; Guard<S; E> guard; Trigger<S; E> trigger; SecurityRule securityRule)
METHOD_ADD,f268999400609b3acc2a7c6f8ac331b3ff6f4473,spring-statemachine-core/src/test/java/org/springframework/statemachine/annotation/MethodAnnotationTests.java,null,public void onExtendedStateChangedKeyV1()
METHOD_ADD,78e3e479a7d1b678ddca34b796622d68e716646d,spring-statemachine-core/src/test/java/org/springframework/statemachine/state/EndStateTests.java,null,public void testEndStateCompletesMultipleEndStates1()
METHOD_ADD,78e3e479a7d1b678ddca34b796622d68e716646d,spring-statemachine-core/src/test/java/org/springframework/statemachine/state/EndStateTests.java,null,public void testEndStateCompletesMultipleEndStates2()
METHOD_CHANGE_MODIFIER,8d7fe80bdb2da953aa3b8028719bba7fb1a6e712,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/DefaultStateMachineExecutor.java,private synchronized void scheduleEventQueueProcessing(),private void scheduleEventQueueProcessing()
METHOD_REMOVE,da9c68f4e639097878784fb625f0b6ee74f9231e,spring-statemachine-core/src/test/java/org/springframework/statemachine/config/ConfigurationTests.java,public void testTaskExecutor1(),null
METHOD_REMOVE,da9c68f4e639097878784fb625f0b6ee74f9231e,spring-statemachine-core/src/test/java/org/springframework/statemachine/config/ConfigurationTests.java,public void testTaskExecutor2(),null
METHOD_REMOVE,da9c68f4e639097878784fb625f0b6ee74f9231e,spring-statemachine-core/src/test/java/org/springframework/statemachine/config/ConfigurationTests.java,public void testTaskExecutor3(),null
METHOD_REMOVE,da9c68f4e639097878784fb625f0b6ee74f9231e,spring-statemachine-core/src/test/java/org/springframework/statemachine/config/ConfigurationTests.java,public TaskExecutor taskExecutor(),null
METHOD_REMOVE,da9c68f4e639097878784fb625f0b6ee74f9231e,spring-statemachine-core/src/test/java/org/springframework/statemachine/config/ConfigurationTests.java,public TaskExecutor taskExecutor(),null
PARAMETER_CHANGE,d8f1fc01551699eb75821119988e47a06b48aa41,spring-statemachine-core/src/main/java/org/springframework/statemachine/transition/DefaultLocalTransition.java,public DefaultLocalTransition(State<S; E> source; State<S; E> target; Collection<Action<S; E>> actions; E event; Guard<S; E> guard; Trigger<S; E> trigger),public DefaultLocalTransition(State<S; E> source; State<S; E> target; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; E event; Guard<S; E> guard; Trigger<S; E> trigger)
PARAMETER_REMOVE,d8f1fc01551699eb75821119988e47a06b48aa41,spring-statemachine-core/src/main/java/org/springframework/statemachine/transition/DefaultLocalTransition.java,public DefaultLocalTransition(State<S; E> source; State<S; E> target; Collection<Action<S; E>> actions; E event; Guard<S; E> guard; Trigger<S; E> trigger; SecurityRule securityRule),public DefaultLocalTransition(State<S; E> source; State<S; E> target; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; E event; Guard<S; E> guard; Trigger<S; E> trigger)
PARAMETER_ADD,d8f1fc01551699eb75821119988e47a06b48aa41,spring-statemachine-core/src/main/java/org/springframework/statemachine/transition/DefaultLocalTransition.java,public DefaultLocalTransition(State<S; E> source; State<S; E> target; Collection<Action<S; E>> actions; E event; Guard<S; E> guard; Trigger<S; E> trigger),public DefaultLocalTransition(State<S; E> source; State<S; E> target; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; E event; Guard<S; E> guard; Trigger<S; E> trigger; SecurityRule securityRule)
PARAMETER_CHANGE,d8f1fc01551699eb75821119988e47a06b48aa41,spring-statemachine-core/src/main/java/org/springframework/statemachine/transition/DefaultLocalTransition.java,public DefaultLocalTransition(State<S; E> source; State<S; E> target; Collection<Action<S; E>> actions; E event; Guard<S; E> guard; Trigger<S; E> trigger; SecurityRule securityRule),public DefaultLocalTransition(State<S; E> source; State<S; E> target; Collection<Function<StateContext<S; E>; Mono<Void>>> actions; E event; Guard<S; E> guard; Trigger<S; E> trigger; SecurityRule securityRule)
METHOD_ADD,a4d43131ea98e2678e3cbc7d36c8818da147ed7c,spring-statemachine-core/src/test/java/org/springframework/statemachine/state/EndStateTests.java,null,public void testEndStatesWithRegionsCompletionCompletes()
METHOD_ADD,a4d43131ea98e2678e3cbc7d36c8818da147ed7c,spring-statemachine-core/src/test/java/org/springframework/statemachine/state/EndStateTests.java,null,public void testEndStatesWithSubmachineCompletionCompletes()
METHOD_ADD,a4d43131ea98e2678e3cbc7d36c8818da147ed7c,spring-statemachine-core/src/test/java/org/springframework/statemachine/state/EndStateTests.java,null,public void testEndStatesWithRegionsCompletionCompletes2()
METHOD_ADD,a4d43131ea98e2678e3cbc7d36c8818da147ed7c,spring-statemachine-core/src/test/java/org/springframework/statemachine/state/EndStateTests.java,null,public void configure(StateMachineStateConfigurer<TestStates4; TestEvents> states)
METHOD_ADD,a4d43131ea98e2678e3cbc7d36c8818da147ed7c,spring-statemachine-core/src/test/java/org/springframework/statemachine/state/EndStateTests.java,null,public void configure(StateMachineTransitionConfigurer<TestStates4; TestEvents> transitions)
METHOD_ADD,a4d43131ea98e2678e3cbc7d36c8818da147ed7c,spring-statemachine-core/src/test/java/org/springframework/statemachine/state/EndStateTests.java,null,public void configure(StateMachineStateConfigurer<TestStates4; TestEvents> states)
METHOD_ADD,a4d43131ea98e2678e3cbc7d36c8818da147ed7c,spring-statemachine-core/src/test/java/org/springframework/statemachine/state/EndStateTests.java,null,public void configure(StateMachineTransitionConfigurer<TestStates4; TestEvents> transitions)
METHOD_ADD,a4d43131ea98e2678e3cbc7d36c8818da147ed7c,spring-statemachine-core/src/test/java/org/springframework/statemachine/state/EndStateTests.java,null,public void configure(StateMachineStateConfigurer<TestStates4; TestEvents> states)
METHOD_ADD,a4d43131ea98e2678e3cbc7d36c8818da147ed7c,spring-statemachine-core/src/test/java/org/springframework/statemachine/state/EndStateTests.java,null,public void configure(StateMachineTransitionConfigurer<TestStates4; TestEvents> transitions)
METHOD_ADD,1e60b7abfa9d83faa1430d19357b891b2e7312a2,spring-statemachine-core/src/test/java/org/springframework/statemachine/config/ConfigurationTests.java,null,public void testMultipleEndStates()
METHOD_ADD,1dd3790e4a668d1c82298f3708bdfcce8a3170b6,spring-statemachine-core/src/test/java/org/springframework/statemachine/annotation/MethodAnnotationTests.java,null,public void testMethodAnnotations10()
METHOD_ADD,1dd3790e4a668d1c82298f3708bdfcce8a3170b6,spring-statemachine-core/src/test/java/org/springframework/statemachine/annotation/MethodAnnotationTests.java,null,public Bean11 bean11()
METHOD_ADD,1dd3790e4a668d1c82298f3708bdfcce8a3170b6,spring-statemachine-core/src/test/java/org/springframework/statemachine/annotation/MethodAnnotationTests.java,null,public void configure(StateMachineConfigurationConfigurer<TestStates; TestEvents> config)
METHOD_ADD,ca02c2cecbd1ca8c721183e997a9c107e416ea2f,spring-statemachine-build-tests/src/test/java/org/springframework/statemachine/buildtests/TimerSmokeTests.java,null,private StateMachine<String; String> buildMachine2()
METHOD_ADD,ca02c2cecbd1ca8c721183e997a9c107e416ea2f,spring-statemachine-build-tests/src/test/java/org/springframework/statemachine/buildtests/TimerSmokeTests.java,null,public void testNPE2()
METHOD_ADD,bbca0ea504ae0bc206c83e4eb40fc60d25065811,spring-statemachine-samples/persist/src/test/java/demo/persist/PersistTests.java,null,public void testThreadingSmoke()
METHOD_ADD,52fc9c8568d9138e5e187171c136578b4beb597b,spring-statemachine-core/src/main/java/org/springframework/statemachine/trigger/TimerTrigger.java,null,protected Mono<Void> doPreStartReactively()
METHOD_ADD,52fc9c8568d9138e5e187171c136578b4beb597b,spring-statemachine-core/src/main/java/org/springframework/statemachine/trigger/TimerTrigger.java,null,protected Mono<Void> doPreStopReactively()
METHOD_REMOVE,52fc9c8568d9138e5e187171c136578b4beb597b,spring-statemachine-core/src/main/java/org/springframework/statemachine/trigger/TimerTrigger.java,protected void doStart(),null
METHOD_REMOVE,52fc9c8568d9138e5e187171c136578b4beb597b,spring-statemachine-core/src/main/java/org/springframework/statemachine/trigger/TimerTrigger.java,protected void doStop(),null
METHOD_ADD,8d7fe80bdb2da953aa3b8028719bba7fb1a6e712,spring-statemachine-core/src/test/java/org/springframework/statemachine/action/ActionAndTimerTests.java,null,public void testExitActionWithTimerOnceThreadPoolTaskScheduler()
METHOD_ADD,8d7fe80bdb2da953aa3b8028719bba7fb1a6e712,spring-statemachine-core/src/test/java/org/springframework/statemachine/action/ActionAndTimerTests.java,null,public TaskScheduler taskScheduler()
METHOD_CHANGE_MODIFIER,4d98b80358b648303acb14742087ee28cad7cd91,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/DefaultStateMachineExecutor.java,private synchronized void scheduleEventQueueProcessing(),private void scheduleEventQueueProcessing()
METHOD_ADD,84ca0aec3ec1e05e0ab2467fafa801f40893531a,spring-statemachine-data/jpa/src/test/java/org/springframework/statemachine/data/jpa/JpaRepositoryTests.java,null,public void testStateMachinePersistWithRootRegions()
METHOD_ADD,7fccb6db940b636a7abbeaf222f7ee479fae547d,spring-statemachine-core/src/test/java/org/springframework/statemachine/support/StateChangeInterceptorTests.java,null,public void testIntercept6()
METHOD_ADD,8c18dc86de4aab79919af37f056c6df6aec5da85,spring-statemachine-core/src/test/java/org/springframework/statemachine/persist/StateMachinePersistTests.java,null,public void testSubsInRegions1()
METHOD_ADD,8c18dc86de4aab79919af37f056c6df6aec5da85,spring-statemachine-core/src/test/java/org/springframework/statemachine/persist/StateMachinePersistTests.java,null,public void testSubsInRegions2()
METHOD_REMOVE,8c18dc86de4aab79919af37f056c6df6aec5da85,spring-statemachine-core/src/test/java/org/springframework/statemachine/persist/StateMachinePersistTests.java,public void testSubsInRegions(),null
METHOD_ADD,6ced0371d8f0adbe998caa21f5d1e42ba7e59cdd,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/DefaultStateMachineExecutor.java,null,private void startTriggers()
METHOD_ADD,6ced0371d8f0adbe998caa21f5d1e42ba7e59cdd,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/DefaultStateMachineExecutor.java,null,private void stopTriggers()
METHOD_REMOVE,da9c68f4e639097878784fb625f0b6ee74f9231e,spring-statemachine-core/src/test/java/org/springframework/statemachine/config/ManualBuilderTests.java,public void testManualBuildExplicitTaskExecutorAndScheduler(),null
METHOD_REMOVE,da9c68f4e639097878784fb625f0b6ee74f9231e,spring-statemachine-core/src/test/java/org/springframework/statemachine/config/ManualBuilderTests.java,public void testManualBuildDefaultTaskExecutor(),null
METHOD_ADD,4d98b80358b648303acb14742087ee28cad7cd91,spring-statemachine-core/src/test/java/org/springframework/statemachine/action/ActionAndTimerTests.java,null,public void testExitActionWithTimerOnceThreadPoolTaskScheduler()
METHOD_ADD,4d98b80358b648303acb14742087ee28cad7cd91,spring-statemachine-core/src/test/java/org/springframework/statemachine/action/ActionAndTimerTests.java,null,public TaskScheduler taskScheduler()
PARAMETER_CHANGE,d8f1fc01551699eb75821119988e47a06b48aa41,spring-statemachine-core/src/main/java/org/springframework/statemachine/transition/InitialTransition.java,public InitialTransition(State<S; E> target; Action<S; E> action),public InitialTransition(State<S; E> target; Function<StateContext<S; E>; Mono<Void>> action)
PARAMETER_CHANGE,d8f1fc01551699eb75821119988e47a06b48aa41,spring-statemachine-core/src/main/java/org/springframework/statemachine/transition/InitialTransition.java,public InitialTransition(State<S; E> target; Collection<Action<S; E>> actions),public InitialTransition(State<S; E> target; Function<StateContext<S; E>; Mono<Void>> action)
PARAMETER_CHANGE,d8f1fc01551699eb75821119988e47a06b48aa41,spring-statemachine-core/src/main/java/org/springframework/statemachine/transition/InitialTransition.java,public InitialTransition(State<S; E> target; Action<S; E> action),public InitialTransition(State<S; E> target; Collection<Function<StateContext<S; E>; Mono<Void>>> actions)
PARAMETER_CHANGE,d8f1fc01551699eb75821119988e47a06b48aa41,spring-statemachine-core/src/main/java/org/springframework/statemachine/transition/InitialTransition.java,public InitialTransition(State<S; E> target; Collection<Action<S; E>> actions),public InitialTransition(State<S; E> target; Collection<Function<StateContext<S; E>; Mono<Void>>> actions)
METHOD_CHANGE_RETURN,d8f1fc01551699eb75821119988e47a06b48aa41,spring-statemachine-core/src/main/java/org/springframework/statemachine/transition/Transition.java, void executeTransitionActions(StateContext<S; E> context), Mono<Void> executeTransitionActions(StateContext<S; E> context)
METHOD_CHANGE_RETURN,d8f1fc01551699eb75821119988e47a06b48aa41,spring-statemachine-core/src/main/java/org/springframework/statemachine/transition/Transition.java, Collection<Action<S; E>> getActions(), Collection<Function<StateContext<S; E>; Mono<Void>>> getActions()
METHOD_ADD,2fb817f80314b5fc36a7043d1ba7d1f095a06f5c,spring-statemachine-core/src/test/java/org/springframework/statemachine/support/StateChangeInterceptorTests.java,null,public void testIntercept6()
METHOD_ADD,61a790586a4e973c3d3a6ebb1c67217c2df13db5,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/DefaultStateMachineExecutor.java,null,private void startTriggers()
METHOD_ADD,61a790586a4e973c3d3a6ebb1c67217c2df13db5,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/DefaultStateMachineExecutor.java,null,private void stopTriggers()
METHOD_ADD,ca02c2cecbd1ca8c721183e997a9c107e416ea2f,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/AbstractStateMachine.java,null,private boolean sendEventInternal(Message<E> event)
METHOD_CHANGE_MODIFIER,ca02c2cecbd1ca8c721183e997a9c107e416ea2f,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/AbstractStateMachine.java,synchronized void setCurrentState(State<S; E> state; Message<E> message; Transition<S; E> transition; boolean exit; StateMachine<S; E> stateMachine), void setCurrentState(State<S; E> state; Message<E> message; Transition<S; E> transition; boolean exit; StateMachine<S; E> stateMachine)
METHOD_CHANGE_MODIFIER;PARAMETER_REMOVE,ca02c2cecbd1ca8c721183e997a9c107e416ea2f,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/AbstractStateMachine.java,synchronized void setCurrentState(State<S; E> state; Message<E> message; Transition<S; E> transition; boolean exit; StateMachine<S; E> stateMachine; Collection<State<S; E>> sources; Collection<State<S; E>> targets), void setCurrentState(State<S; E> state; Message<E> message; Transition<S; E> transition; boolean exit; StateMachine<S; E> stateMachine)
METHOD_CHANGE_MODIFIER;PARAMETER_ADD,ca02c2cecbd1ca8c721183e997a9c107e416ea2f,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/AbstractStateMachine.java,synchronized void setCurrentState(State<S; E> state; Message<E> message; Transition<S; E> transition; boolean exit; StateMachine<S; E> stateMachine), void setCurrentState(State<S; E> state; Message<E> message; Transition<S; E> transition; boolean exit; StateMachine<S; E> stateMachine; Collection<State<S; E>> sources; Collection<State<S; E>> targets)
METHOD_CHANGE_MODIFIER,ca02c2cecbd1ca8c721183e997a9c107e416ea2f,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/AbstractStateMachine.java,synchronized void setCurrentState(State<S; E> state; Message<E> message; Transition<S; E> transition; boolean exit; StateMachine<S; E> stateMachine; Collection<State<S; E>> sources; Collection<State<S; E>> targets), void setCurrentState(State<S; E> state; Message<E> message; Transition<S; E> transition; boolean exit; StateMachine<S; E> stateMachine; Collection<State<S; E>> sources; Collection<State<S; E>> targets)
METHOD_ADD,ca02c2cecbd1ca8c721183e997a9c107e416ea2f,spring-statemachine-core/src/main/java/org/springframework/statemachine/support/AbstractStateMachine.java,null,private void setCurrentStateInternal(State<S; E> state; Message<E> message; Transition<S; E> transition; boolean exit; StateMachine<S; E> stateMachine; Collection<State<S; E>> sources; Collection<State<S; E>> targets)
PARAMETER_CHANGE,ca71380f9f34956d6d9893798ddb96f814290195,spring-statemachine-data/jpa/src/main/java/org/springframework/statemachine/data/jpa/JpaPersistingStateMachineInterceptor.java,public void write(StateMachineContext<S; E> context; Object contextObj),public void write(StateMachineContext<S; E> context; T contextObj)
METHOD_ADD,a4d43131ea98e2678e3cbc7d36c8818da147ed7c,spring-statemachine-core/src/test/java/org/springframework/statemachine/support/StateContextExpressionMethodsTests.java,null,public Guard<SpelStates; SpelEvents> getGuard()
METHOD_ADD,3884d48fef8619b032d947f90ab531f22da1d9d7,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/configurers/ChoiceTransitionConfigurer.java,null, ChoiceTransitionConfigurer<S; E> first(S target; Guard<S; E> guard; Action<S; E> action)
METHOD_ADD,3884d48fef8619b032d947f90ab531f22da1d9d7,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/configurers/ChoiceTransitionConfigurer.java,null, ChoiceTransitionConfigurer<S; E> first(S target; Guard<S; E> guard; Action<S; E> action; Action<S; E> error)
METHOD_ADD,3884d48fef8619b032d947f90ab531f22da1d9d7,spring-statemachine-core/src/main/java/org/springframework/statemachine/config/configurers/ChoiceTransitionConfigurer.java,null, ChoiceTransitionConfigurer<S; E> then(S target; Guard<S; E> guard; Action<S; E> action)
